,ia générative,ia générale,cv,nlp
0,0.0,0.0246212981400163,0.00836646053301525,0.0031075424836913778
1,0.0,0.026047945441394278,0.007319257396755416,0.002798539592877071
2,0.0,0.060755401195850725,0.01695184185152085,0.005831433596923173
3,0.0,0.039442215361667185,0.010577685028810745,0.005019918318757642
4,0.0,0.04671037002317861,0.015570123341059538,0.004173435122345856
5,0.0,0.05645238959557271,0.012298027129744185,0.004741408050021855
6,0.0,0.04418187612933936,0.0136785994208481,0.00273571988416962
7,0.0,0.03715763638319302,0.007263898841827206,0.0018159747104568014
8,0.0,0.04230865366755259,0.012039047791580005,0.0016052063722106673
9,0.0,0.06458164222190253,0.014911533651236032,0.0053555508184016725
10,0.0,0.07973921412964824,0.017212429481730237,0.006088750564965798
11,0.0,0.08707722182421476,0.01567154330530523,0.00942649221371743
12,0.0,0.08710705013885829,0.016093681318957654,0.009756794299618078
13,0.0,0.06246941112481576,0.01737870835803145,0.005824215774042974
14,0.0,0.0757591858012784,0.012376500650703899,0.010251242963209289
15,0.0,0.09307159394447381,0.014948401321865774,0.01192312962577389
16,0.0,0.058675635736304,0.010698691416306144,0.004179176334494587
17,0.0,0.04397037903366376,0.012145270935129635,0.00236158045960854
18,0.00010887541495142525,0.05171582210192698,0.012738423549316752,0.0030485116186399065
19,0.0,0.05374396461765549,0.015355418462187282,0.00464988023854967
20,0.0,0.0637988410171762,0.01564043609423849,0.005743662972460461
21,0.0,0.07949105124769189,0.01871387599567692,0.004893077668594425
22,0.00022374893579412412,0.09039457006082614,0.022486768047309473,0.004586853183779545
23,0.0009698907127144913,0.06876525153145743,0.016391153044874904,0.0046554754210295585
24,0.000517290432713447,0.053884420074317395,0.0143117019717387,0.006552345481036995
25,0.0,0.053081121763777786,0.012946615064336045,0.003366119916727372
26,5.3141739647989115e-05,0.05404514922200493,0.011584899243261627,0.006058158319870759
27,0.0,0.052354656603201453,0.013645376562644359,0.005732953347499887
28,0.0,0.063702352298163,0.01146168717929773,0.004783596715326738
29,0.0,0.07036883728023355,0.013550903030435065,0.005097928149713514
30,0.0,0.06397096015948109,0.011972416685439982,0.004533932945965437
31,8.335587415096832e-05,0.06572610676803851,0.013545329549532352,0.0049179965749071314
32,0.0,0.06403391665411437,0.010488906863321634,0.00453946133101133
33,0.0,0.08644501068213346,0.016122680563731243,0.006208947195819904
34,4.846708309584462e-05,0.07677185962381788,0.01594567033853288,0.004798241226488618
35,0.00014933235371309298,0.07545017171354022,0.016277226554727135,0.006085293413808539
36,3.943321846436795e-05,0.07937906876877268,0.01711401681353569,0.006664213920478184
37,0.0002996511685833729,0.0646497396218627,0.019439869561846315,0.004906787885552731
38,0.00019992003198720512,0.06020924963347995,0.01096228175396508,0.006197520991603358
39,0.00010334738742971946,0.07282545900880899,0.01181605129613126,0.004822878080053575
40,0.0002520086892596057,0.05987006431981775,0.009072312813345805,0.0029161005471468656
41,3.619550495263094e-05,0.047452306992899165,0.009555613307494569,0.00419867857450519
42,0.0,0.04519125859782844,0.010723349497789797,0.003531896858399021
43,0.00025919550036611366,0.0424216635599206,0.009028643262752958,0.004190327255918837
44,0.00018017019777733035,0.048195527905435874,0.011350722459971811,0.004639382592766257
45,0.00043960927527613455,0.07157638291086882,0.014347248165830209,0.0060746008947247685
46,0.00026316331959474603,0.06324691780927062,0.011491464955637245,0.004649218646173846
47,0.0006640085665958538,0.07529857145196983,0.012748964478640393,0.0044709910150787496
48,0.0012698602745528618,0.06022765873593573,0.01151944677630096,0.0044898631135976185
49,0.0011069305448522986,0.0695257804123896,0.013599432408185381,0.005007542940998494
50,0.0013320672351422173,0.057992498558512955,0.009800208944260598,0.0037107587264676055
51,0.001450859953711764,0.05199882074102963,0.01033012287042776,0.0033079606944628223
52,0.0010918532461888862,0.05311866042708932,0.009553715904152755,0.0033847450631855477
53,0.002053417137089322,0.05530536822560575,0.00871561495964579,0.004380623225790554
54,0.0017377678520891448,0.048657499858496045,0.00983080099181859,0.003972040804775188
55,0.002213837750993855,0.04201020684624053,0.008749930158689998,0.0030044940906345176
56,0.0019734551487679765,0.038153466209514215,0.009679327634433408,0.002020442176119595
57,0.004202337776463291,0.048247093205724116,0.015213526633778496,0.004042755329255824
58,0.004302833415804307,0.05477390645523861,0.012617768259858575,0.003605076645673879
59,0.006570634612823902,0.05564687897763251,0.011978325046386936,0.0030818020750412994
60,0.0039362475506084585,0.02976787210147646,0.006027379061869201,0.0017221083033912002
61,0.00413972853316171,0.03339381016750446,0.007175529457480297,0.0020422660763597766
62,0.005640386577995089,0.043536733898899595,0.007520515437326785,0.00287894731585166
63,0.00551385278932028,0.044570310047005596,0.011334030733602797,0.0012253006198489512
64,0.00863587834926032,0.05164593914753721,0.008127885505186184,0.0025399642203706822
65,0.005800822674755862,0.03723641860681607,0.006252383721293743,0.0013546831396136444
66,0.00853750108705549,0.035784844981913436,0.00892350512556598,0.0015213100341295689
67,0.006012786062531281,0.03192704712076469,0.004940082445741663,0.0008751003189599517
68,0.005231256028205189,0.025684013971812972,0.007047664371331991,0.0013078140070512973
69,0.00698773035067479,0.0352549687651329,0.007189022994521389,0.002041682530444075
70,0.007502503022570906,0.036312114629243185,0.005776927327379597,0.0012379129987241993
71,0.007023526057970256,0.03525534648706639,0.004544634508098401,0.0012394457749359275
72,0.006017009538965789,0.035080988948394475,0.0037925393457723757,0.0013128020812288993
